Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,8195,0.044037,0.008589,0.000000,0.044867,9.979167,-1.343143,0.000426,10.069151,6.644794,2.489063,0.000185,-0.759112,-0.002590,-0.001897,7.136174,10.547846,-1.117049,-0.005656,10.606832,4.567020,0.000002,-3.833997,3046610.750000,-15.195872,0.996552
internalMesh,8196,0.044908,0.008625,0.000000,0.045728,9.934640,-1.377747,0.000427,10.029718,6.666960,2.467587,0.000182,-0.850590,-0.002638,-0.001689,7.159669,10.516639,-1.148376,-0.005085,10.579153,4.567365,0.000002,-3.509316,3025659.250000,-15.008624,0.995729
internalMesh,8197,0.045785,0.008661,0.000000,0.046597,9.888857,-1.410807,0.000428,9.988987,6.684682,2.447117,0.000179,-0.943668,-0.002688,-0.001489,7.180799,10.484464,-1.179335,-0.004420,10.550584,4.565989,0.000002,-3.165976,3004650.750000,-14.792721,0.993270
internalMesh,8198,0.046669,0.008697,0.000000,0.047473,9.841815,-1.442324,0.000426,9.946940,6.698054,2.427989,0.000176,-1.038445,-0.002739,-0.001307,7.199822,10.451531,-1.211845,-0.003679,10.521554,4.563109,0.000002,-2.805086,2983589.500000,-14.538039,0.990886
internalMesh,8199,0.047561,0.008734,0.000000,0.048356,9.793477,-1.472296,0.000423,9.903527,6.707009,2.410561,0.000173,-1.135016,-0.002785,-0.001150,7.216859,10.418849,-1.247855,-0.002900,10.493311,4.558871,0.000002,-2.427845,2962468.500000,-14.244188,0.989891
internalMesh,8200,0.048459,0.008770,0.000000,0.049246,9.743906,-1.500702,0.000419,9.858793,6.711274,2.395234,0.000170,-1.233376,-0.002821,-0.001023,7.231844,10.386886,-1.285280,-0.002095,10.466105,4.553339,0.000002,-2.035457,2941297.750000,-13.914744,0.989818
internalMesh,8201,0.049364,0.008808,0.000000,0.050144,9.693119,-1.527504,0.000412,9.812738,6.710531,2.382464,0.000167,-1.333405,-0.002841,-0.000927,7.244677,10.356191,-1.319842,-0.001271,10.439956,4.546580,0.000002,-1.629075,2920066.500000,-13.553437,0.990023
internalMesh,8202,0.050276,0.008845,0.000000,0.051048,9.641161,-1.552717,0.000405,9.765394,6.704512,2.372684,0.000164,-1.434897,-0.002843,-0.000863,7.255277,10.327389,-1.349813,-0.000508,10.415227,4.538680,0.000002,-1.209852,2898774.250000,-13.169348,0.990880
internalMesh,8203,0.051080,0.008878,0.000000,0.051846,9.588048,-1.576354,0.000396,9.716766,6.693180,2.366411,0.000161,-1.537557,-0.002824,-0.000828,7.263790,10.300159,-1.377274,0.000132,10.391831,4.529875,0.000002,-0.779121,2877432.250000,-12.768886,0.993582
internalMesh,8204,0.052277,0.009081,0.000000,0.053060,9.533875,-1.598413,0.000387,9.666938,6.676638,2.364240,0.000157,-1.641051,-0.002786,-0.000823,7.270501,10.272955,-1.405455,0.000610,10.368650,4.520518,0.000002,-0.338116,2856026.500000,-12.361819,0.996098
internalMesh,8205,0.053055,0.008959,0.000000,0.053807,9.478756,-1.618857,0.000375,9.616003,6.655197,2.366796,0.000154,-1.744987,-0.002729,-0.000843,7.275875,10.244617,-1.436344,0.000899,10.344818,4.511074,0.000002,0.111778,2834560.500000,-11.952059,0.997764
internalMesh,8206,0.053996,0.008998,0.000000,0.054741,9.422828,-1.637640,0.000362,9.564075,6.629202,2.374674,0.000150,-1.848982,-0.002655,-0.000888,7.280395,10.215822,-1.470713,0.001021,10.321144,4.502014,0.000002,0.569247,2813038.250000,-11.538473,0.998740
internalMesh,8207,0.054944,0.009037,0.000000,0.055683,9.366191,-1.654713,0.000348,9.511236,6.599147,2.388393,0.000146,-1.952624,-0.002563,-0.000952,7.284636,10.186765,-1.508118,0.001008,10.297795,4.493843,0.000002,1.033067,2791455.000000,-11.113982,0.999005
internalMesh,8208,0.055900,0.009076,0.000000,0.056632,9.309033,-1.670053,0.000334,9.457652,6.565703,2.408398,0.000141,-2.055436,-0.002453,-0.001033,7.289284,10.154902,-1.547107,0.000928,10.272078,4.487121,0.000002,1.501616,2769816.000000,-10.678159,0.997667
internalMesh,8209,0.056863,0.009116,0.000000,0.057589,9.251514,-1.683641,0.000321,9.403465,6.529603,2.434985,0.000137,-2.156960,-0.002324,-0.001128,7.295022,10.116802,-1.585130,0.000799,10.240231,4.482362,0.000002,1.973338,2748115.750000,-10.226070,0.990834
internalMesh,8210,0.057834,0.009155,0.000000,0.058554,9.193817,-1.695472,0.000308,9.348845,6.491590,2.468303,0.000132,-2.256742,-0.002176,-0.001238,7.302475,10.071771,-1.618247,0.000672,10.200946,4.480012,0.000002,2.446828,2726357.500000,-9.759543,0.981414
internalMesh,8211,0.058812,0.009079,0.000000,0.059508,9.136125,-1.705553,0.000296,9.293960,6.452383,2.508417,0.000127,-2.354351,-0.002007,-0.001363,7.312207,10.023467,-1.642094,0.000531,10.157084,4.480464,0.000002,2.920672,2704540.250000,-9.277801,0.974919
internalMesh,8212,0.059797,0.009120,0.000000,0.060489,9.078620,-1.713887,0.000285,9.238980,6.412831,2.555310,0.000123,-2.449412,-0.001817,-0.001500,7.324864,9.976888,-1.654791,0.000374,10.113191,4.484132,0.000002,3.393485,2682661.500000,-8.799180,0.970913
internalMesh,8213,0.060790,0.009277,0.000000,0.061494,9.021469,-1.720497,0.000274,9.184063,6.373853,2.608942,0.000118,-2.541672,-0.001606,-0.001648,7.341164,9.933558,-1.658683,0.000237,10.071088,4.491456,0.000002,3.863831,2660729.750000,-8.310262,0.968635
internalMesh,8214,0.061792,0.009318,0.000000,0.062490,8.964828,-1.725418,0.000264,9.129360,6.336476,2.669253,0.000113,-2.631034,-0.001374,-0.001803,7.361942,9.890076,-1.658712,0.000104,10.028207,4.502921,0.000002,4.330378,2638735.000000,-7.819242,0.967398
internalMesh,8215,0.062800,0.009359,0.000000,0.063494,8.908847,-1.728693,0.000256,9.075017,6.301745,2.736277,0.000109,-2.717576,-0.001121,-0.001960,7.388127,9.840848,-1.659896,0.000008,9.979857,4.519066,0.000002,4.791748,2616683.000000,-7.324170,0.966644
internalMesh,8216,0.063817,0.009401,0.000000,0.064506,8.853646,-1.730370,0.000249,9.021154,6.270761,2.810166,0.000105,-2.801503,-0.000850,-0.002113,7.420775,9.782625,-1.664917,-0.000049,9.923291,4.540516,0.000002,5.246551,2594573.500000,-6.825707,0.966197
internalMesh,8217,0.064841,0.009443,0.000000,0.065526,8.799327,-1.730527,0.000243,8.967880,6.244765,2.891170,0.000102,-2.883099,-0.000560,-0.002260,7.461114,9.716778,-1.673981,-0.000064,9.859918,4.568018,0.000002,5.693236,2572404.750000,-6.325693,0.965941
internalMesh,8218,0.065874,0.009486,0.000000,0.066553,8.745948,-1.729236,0.000237,8.915260,6.225173,2.979624,0.000099,-2.962642,-0.000253,-0.002399,7.510539,9.646356,-1.683669,-0.000023,9.792187,4.602447,0.000002,6.130076,2550183.500000,-5.825486,0.965645
internalMesh,8219,0.066740,0.009678,0.000000,0.067439,8.693501,-1.726568,0.000232,8.863296,6.213418,3.075926,0.000097,-3.040347,0.000072,-0.002528,7.570442,9.575881,-1.690953,0.000056,9.724033,4.644720,0.000002,6.555184,2527902.250000,-5.325192,0.965391
internalMesh,8220,0.069108,0.009618,0.000000,0.069774,8.591192,-1.717343,0.000221,8.761156,6.218928,3.294055,0.000095,-3.189818,0.000780,-0.002759,7.726630,9.446155,-1.691909,0.000350,9.596478,4.756539,0.000002,7.361640,2483180.250000,-4.330534,0.965342
internalMesh,8221,0.070085,0.009659,0.000000,0.070747,8.541215,-1.710822,0.000214,8.710871,6.238472,3.417439,0.000095,-3.260413,0.001168,-0.002860,7.824815,9.389822,-1.689084,0.000574,9.540533,4.828003,0.000002,7.738101,2460735.500000,-3.841622,0.965419
internalMesh,8222,0.071158,0.009703,0.000000,0.071817,8.491907,-1.702977,0.000204,8.660982,6.269973,3.551773,0.000096,-3.326455,0.001582,-0.002950,7.936811,9.337145,-1.686087,0.000848,9.488159,4.910921,0.000002,8.093152,2438237.750000,-3.367363,0.965640
internalMesh,8223,0.072240,0.009747,0.000000,0.072894,8.443211,-1.693756,0.000192,8.611423,6.313776,3.698539,0.000098,-3.385951,0.002026,-0.003028,8.062731,9.285830,-1.686722,0.001175,9.437778,5.006207,0.000002,8.423928,2415689.250000,-2.917223,0.965976
internalMesh,8224,0.073330,0.009792,0.000000,0.073981,8.394879,-1.683099,0.000177,8.561940,6.368867,3.859680,0.000101,-3.436193,0.002499,-0.003089,8.201648,9.237181,-1.696190,0.001506,9.391623,5.114324,0.000002,8.727235,2393084.750000,-2.499861,0.966212
internalMesh,8225,0.074428,0.009837,0.000000,0.075076,8.346478,-1.670923,0.000159,8.512091,6.431875,4.036680,0.000105,-3.473034,0.003003,-0.003121,8.350197,9.185835,-1.709206,0.001860,9.343498,5.234330,0.000002,8.999696,2370423.750000,-2.128658,0.966347
internalMesh,8226,0.075535,0.009882,0.000000,0.076179,8.296732,-1.656676,0.000137,8.460516,6.493807,4.225263,0.000110,-3.487322,0.003542,-0.003120,8.496105,9.131323,-1.726313,0.002179,9.293074,5.359590,0.000002,9.237941,2347716.750000,-1.814375,0.966411
internalMesh,8227,0.076651,0.009928,0.000000,0.077291,8.243531,-1.639144,0.000108,8.404915,6.542207,4.413289,0.000116,-3.464854,0.004132,-0.003075,8.618749,9.080052,-1.753283,0.002463,9.247776,5.477806,0.000002,9.439004,2324955.000000,-1.569227,0.966444
internalMesh,8228,0.077775,0.009974,0.000000,0.078412,8.185103,-1.617592,0.000070,8.343412,6.567997,4.593602,0.000123,-3.396526,0.004791,-0.002983,8.704952,9.027024,-1.785172,0.002701,9.201848,5.580861,0.000002,9.600260,2302140.000000,-1.411478,0.966446
internalMesh,8229,0.078908,0.010021,0.000000,0.079542,8.121542,-1.592718,0.000025,8.276243,6.569124,4.776010,0.000131,-3.287646,0.005528,-0.002837,8.761981,8.972010,-1.818479,0.002857,9.154444,5.672633,0.000002,9.719068,2279273.250000,-1.362133,0.966405
internalMesh,8230,0.080050,0.010068,0.000000,0.080681,8.054480,-1.566527,-0.000024,8.205403,6.543717,4.986733,0.000141,-3.152746,0.006383,-0.002670,8.810653,8.923800,-1.859109,0.002856,9.115399,5.765296,0.000002,9.792380,2256363.000000,-1.440036,0.966370
internalMesh,8231,0.081201,0.010115,0.000000,0.081829,7.985586,-1.541065,-0.000063,8.132924,6.486999,5.254385,0.000151,-3.005955,0.007392,-0.002547,8.872742,8.889804,-1.909484,0.002591,9.092566,5.870767,0.000002,9.816095,2233401.750000,-1.673329,0.966340
internalMesh,8232,0.082361,0.010163,0.000000,0.082985,7.911243,-1.513841,-0.000078,8.054780,6.380936,5.551057,0.000162,-2.821823,0.008399,-0.002305,8.915904,8.866086,-1.957696,0.002005,9.079651,5.966078,0.000002,9.785792,2210399.250000,-2.091553,0.966255
internalMesh,8233,0.083530,0.010211,0.000000,0.084151,7.819450,-1.473484,-0.000076,7.957069,6.193020,5.730198,0.000178,-2.512424,0.009157,-0.001617,8.803467,8.832677,-1.980125,0.001127,9.051910,5.961698,0.000002,9.701093,2187347.500000,-2.699034,0.966153
internalMesh,8234,0.084707,0.010259,0.000000,0.085326,7.699269,-1.410702,-0.000074,7.827440,5.939369,5.678571,0.000200,-2.025629,0.009710,-0.000262,8.463187,8.767713,-1.955133,0.000072,8.983058,5.809070,0.000003,9.569279,2164259.250000,-3.454995,0.966119
internalMesh,8235,0.085894,0.010308,0.000000,0.086511,7.557604,-1.332621,-0.000101,7.674194,5.703532,5.506178,0.000232,-1.461724,0.010411,0.001601,8.061329,8.667964,-1.884670,-0.001105,8.870489,5.604972,0.000003,9.401918,2141123.500000,-4.300943,0.966096
internalMesh,8236,0.086890,0.010510,0.000000,0.087524,7.414538,-1.258127,-0.000180,7.520523,5.499745,5.418433,0.000274,-0.936617,0.011722,0.003694,7.777147,8.561336,-1.793058,-0.002411,8.747087,5.459226,0.000003,9.210215,2117946.250000,-5.187278,0.966040
internalMesh,8237,0.088498,0.010576,0.000000,0.089127,7.280644,-1.196269,-0.000311,7.378268,5.273458,5.484363,0.000324,-0.468641,0.013806,0.005799,7.622824,8.483213,-1.710846,-0.003809,8.654012,5.379073,0.000002,9.001481,2094722.375000,-6.073680,0.965849
internalMesh,8238,0.089511,0.010456,0.000000,0.090120,7.151551,-1.141907,-0.000462,7.242143,5.022731,5.654098,0.000380,-0.041736,0.016372,0.007873,7.562984,8.439679,-1.641875,-0.005121,8.597904,5.338605,0.000002,8.785460,2071462.375000,-6.920733,0.965378
internalMesh,8239,0.090735,0.010507,0.000000,0.091341,7.020009,-1.088910,-0.000607,7.103960,4.768229,5.874410,0.000441,0.362925,0.019078,0.010055,7.574752,8.396272,-1.560271,-0.006152,8.540015,5.321539,0.000002,8.573497,2048156.875000,-7.664788,0.964916
internalMesh,8240,0.091969,0.010557,0.000000,0.092573,6.883412,-1.033780,-0.000697,6.960608,4.522301,6.109872,0.000497,0.736482,0.021365,0.012070,7.637064,8.325255,-1.452818,-0.006745,8.451071,5.316334,0.000002,8.377423,2024805.875000,-8.225904,0.964564
internalMesh,8241,0.093004,0.010763,0.000000,0.093625,6.741752,-0.977273,-0.000699,6.812216,4.308391,6.359201,0.000541,1.071884,0.023029,0.013728,7.755729,8.220423,-1.317042,-0.006725,8.325262,5.334066,0.000002,8.207374,2001419.375000,-8.531352,0.964267
internalMesh,8242,0.094675,0.010831,0.000000,0.095293,6.598596,-0.921325,-0.000588,6.662605,4.131504,6.616648,0.000566,1.353144,0.023885,0.014626,7.917142,8.089246,-1.160130,-0.005986,8.172015,5.374359,0.000003,8.067082,1977982.125000,-8.511367,0.964014
internalMesh,8243,0.095728,0.010712,0.000000,0.096326,6.456988,-0.867138,-0.000341,6.514954,3.998028,6.867347,0.000570,1.575717,0.023863,0.014525,8.101132,7.933245,-1.013153,-0.004630,7.997679,5.432972,0.000003,7.960640,1954511.625000,-8.096147,0.963382
internalMesh,8244,0.097001,0.010764,0.000000,0.097596,6.317454,-0.814694,0.000023,6.369768,3.924194,7.089647,0.000563,1.749258,0.023092,0.013483,8.289934,7.739301,-0.887158,-0.002864,7.789983,5.507202,0.000003,7.888044,1930998.625000,-7.360025,0.962555
internalMesh,8245,0.098284,0.010817,0.000000,0.098877,6.181722,-0.763376,0.000507,6.228678,3.911557,7.273523,0.000556,1.877655,0.021549,0.011582,8.469392,7.521660,-0.770991,-0.001020,7.561071,5.592818,0.000003,7.850832,1907448.375000,-6.419432,0.962356
internalMesh,8246,0.099576,0.010870,0.000000,0.100168,6.050822,-0.713379,0.001088,6.092730,3.963766,7.431456,0.000557,1.965080,0.019297,0.009023,8.648698,7.299585,-0.684766,0.000660,7.331633,5.697890,0.000003,7.854262,1883863.250000,-5.304547,0.962856
internalMesh,8247,0.100661,0.011079,0.000000,0.101269,5.929255,-0.668003,0.001696,5.966766,4.037334,7.581057,0.000571,2.025099,0.016351,0.006395,8.824615,7.078450,-0.660999,0.001983,7.109246,5.809481,0.000003,7.899199,1860250.375000,-4.030547,0.963773
internalMesh,8248,0.102411,0.011151,0.000000,0.103016,5.818782,-0.628697,0.002240,5.852648,4.090405,7.738551,0.000598,2.061935,0.012978,0.004219,8.992683,6.876981,-0.693096,0.002658,6.911820,5.914776,0.000003,7.990500,1836596.750000,-2.714311,0.964719
internalMesh,8249,0.103293,0.011188,0.000000,0.103897,5.712377,-0.590794,0.002614,5.742847,4.171987,7.897429,0.000634,2.055474,0.010114,0.002379,9.165148,6.698108,-0.734715,0.002655,6.738284,6.035024,0.000003,8.130253,1812917.875000,-1.519811,0.965346
internalMesh,8250,0.105070,0.011261,0.000000,0.105672,5.606091,-0.551385,0.002765,5.633142,4.304381,8.029172,0.000671,2.002616,0.008313,0.000511,9.327692,6.531577,-0.757777,0.002343,6.575388,6.167113,0.000003,8.314262,1789210.875000,-0.499208,0.965705
internalMesh,8251,0.106191,0.011141,0.000000,0.106774,5.500516,-0.511251,0.002699,5.524225,4.476578,8.118818,0.000699,1.912542,0.007242,-0.001443,9.466405,6.376881,-0.770147,0.001970,6.423219,6.298047,0.000003,8.533648,1765483.500000,0.360091,0.965935
internalMesh,8252,0.107545,0.011197,0.000000,0.108126,5.397489,-0.471660,0.002445,5.418058,4.679091,8.165952,0.000711,1.791637,0.006394,-0.003130,9.580536,6.226470,-0.775660,0.001746,6.274599,6.422877,0.000003,8.777140,1741731.375000,1.066872,0.965962
internalMesh,8253,0.108681,0.011410,0.000000,0.109278,5.299066,-0.432255,0.002063,5.316667,4.898590,8.174027,0.000704,1.641208,0.005794,-0.004102,9.669773,6.076454,-0.784330,0.001916,6.126865,6.536661,0.000003,9.034647,1717971.500000,1.604386,0.965344
internalMesh,8254,0.110371,0.011313,0.000000,0.110949,5.206374,-0.391362,0.001604,5.221063,5.116424,8.140710,0.000685,1.458941,0.006046,-0.004111,9.725097,5.947076,-0.829008,0.002381,6.004580,6.628909,0.000004,9.304422,1694197.125000,1.909735,0.962597
internalMesh,8255,0.111583,0.011363,0.000000,0.112161,5.119321,-0.347692,0.001081,5.131114,5.319026,8.051652,0.000654,1.242044,0.007800,-0.003099,9.729537,5.843214,-0.892128,0.003045,5.910926,6.685665,0.000003,9.591456,1670407.250000,1.930103,0.954374
internalMesh,8256,0.113184,0.011428,0.000000,0.113759,5.037251,-0.301135,0.000450,5.046245,5.502332,7.879695,0.000611,0.991211,0.011241,-0.001018,9.661671,5.744712,-0.920827,0.003826,5.818045,6.691318,0.000003,9.905604,1646604.750000,1.742291,0.945615
internalMesh,8257,0.114357,0.011477,0.000000,0.114931,4.959969,-0.252759,-0.000332,4.966405,5.667367,7.614022,0.000563,0.718790,0.015674,0.002050,9.518891,5.648488,-0.899083,0.004444,5.719596,6.640976,0.000003,10.257458,1622787.500000,1.497773,0.939330
internalMesh,8258,0.116130,0.011717,0.000000,0.116720,4.887640,-0.204803,-0.001252,4.891930,5.815975,7.284969,0.000528,0.452362,0.019487,0.005709,9.332812,5.549087,-0.832271,0.004550,5.611155,6.550736,0.000003,10.655181,1598951.500000,1.280448,0.935449
internalMesh,8259,0.117322,0.011598,0.000000,0.117894,4.819983,-0.160001,-0.002224,4.822638,5.956370,6.946218,0.000521,0.224035,0.020958,0.009371,9.153088,5.435255,-0.745371,0.003890,5.486127,6.451554,0.000003,11.098494,1575104.125000,1.092551,0.933182
internalMesh,8260,0.118763,0.011658,0.000000,0.119334,4.756846,-0.119084,-0.003112,4.758338,6.094651,6.640195,0.000545,0.044353,0.019211,0.012402,9.013293,5.318868,-0.669098,0.002457,5.360789,6.367695,0.000004,11.579870,1551242.750000,0.909074,0.932013
internalMesh,8261,0.120215,0.011717,0.000000,0.120784,4.697473,-0.081762,-0.003758,4.698185,6.234347,6.398290,0.000587,-0.093808,0.014637,0.014167,8.933891,5.211373,-0.611025,0.000371,5.247072,6.316612,0.000004,12.091330,1527372.750000,0.765449,0.931895
internalMesh,8262,0.121678,0.011777,0.000000,0.122246,4.639792,-0.049423,-0.004061,4.640057,6.384180,6.227931,0.000622,-0.190691,0.008871,0.014547,8.920848,5.102901,-0.576562,-0.002019,5.135370,6.306367,0.000004,12.619731,1503499.500000,0.702706,0.931833
internalMesh,8263,0.123152,0.011838,0.000000,0.123720,4.580912,-0.023818,-0.004022,4.580976,6.557215,6.084191,0.000634,-0.249372,0.003790,0.013980,8.948566,4.996545,-0.564369,-0.004471,5.028319,6.321020,0.000004,13.146112,1479634.625000,0.750265,0.931387
internalMesh,8264,0.124638,0.011899,0.000000,0.125205,4.521852,-0.002200,-0.003766,4.521854,6.733028,5.913154,0.000620,-0.293174,0.000351,0.013060,8.965778,4.905656,-0.546522,-0.006873,4.936010,6.323401,0.000004,13.653049,1455781.500000,0.910044,0.929653
internalMesh,8265,0.126135,0.011960,0.000000,0.126701,4.462432,0.016951,-0.003396,4.462465,6.913436,5.713593,0.000581,-0.322992,-0.001465,0.012269,8.974699,4.837876,-0.489855,-0.008764,4.862620,6.313805,0.000004,14.128050,1431948.000000,1.196292,0.926429
internalMesh,8266,0.127644,0.012022,0.000000,0.128209,4.404540,0.035462,-0.002959,4.404684,7.079955,5.508774,0.000524,-0.349802,-0.002216,0.011476,8.977463,4.785380,-0.387962,-0.009741,4.801091,6.294626,0.000004,14.562221,1408142.250000,1.659091,0.923359
internalMesh,8267,0.129165,0.012085,0.000000,0.129729,4.350557,0.055091,-0.002497,4.350907,7.212797,5.324872,0.000462,-0.381624,-0.002247,0.010454,8.973542,4.730978,-0.268398,-0.009877,4.738595,6.269066,0.000004,14.952990,1384358.625000,2.309517,0.922821
internalMesh,8268,0.130698,0.012148,0.000000,0.131261,4.300567,0.075489,-0.002059,4.301230,7.322614,5.160974,0.000406,-0.413295,-0.001674,0.009255,8.968122,4.673134,-0.144201,-0.009505,4.675368,6.241997,0.000004,15.304149,1360610.250000,3.120500,0.923694
internalMesh,8269,0.132242,0.012211,0.000000,0.132805,4.254116,0.095245,-0.001655,4.255182,7.411849,5.006276,0.000360,-0.441845,-0.000673,0.007922,8.955088,4.597158,-0.021049,-0.008769,4.597215,6.209243,0.000004,15.620039,1336894.750000,4.002376,0.926184
internalMesh,8270,0.133799,0.012275,0.000000,0.134361,4.208980,0.111688,-0.001268,4.210462,7.505453,4.852716,0.000324,-0.463733,0.000525,0.006432,8.949624,4.493906,0.085857,-0.007542,4.494732,6.179246,0.000004,15.901356,1313214.750000,4.875446,0.927496
internalMesh,8271,0.135367,0.012339,0.000000,0.135929,4.164300,0.123206,-0.000895,4.166123,7.615475,4.700973,0.000299,-0.474217,0.001609,0.004808,8.962115,4.376638,0.164340,-0.005753,4.379726,6.158373,0.000004,16.143970,1289580.750000,5.637752,0.927020
internalMesh,8272,0.136948,0.012404,0.000000,0.137509,4.121733,0.128529,-0.000555,4.123737,7.721019,4.560164,0.000281,-0.455363,0.002326,0.003302,8.978675,4.260767,0.213134,-0.003692,4.266096,6.140732,0.000004,16.343918,1265987.250000,6.256560,0.926129
internalMesh,8273,0.138541,0.012470,0.000000,0.139101,4.084321,0.128623,-0.000257,4.086346,7.780624,4.438936,0.000268,-0.411016,0.002696,0.002127,8.967230,4.150443,0.237452,-0.001670,4.157230,6.109914,0.000004,16.498827,1242450.250000,6.749698,0.924498
internalMesh,8274,0.140147,0.012536,0.000000,0.140706,4.051920,0.124786,-0.000008,4.053842,7.799884,4.322554,0.000257,-0.350699,0.002886,0.001245,8.924442,4.052392,0.241338,0.000252,4.059572,6.061348,0.000004,16.610460,1218962.375000,7.151075,0.921799
internalMesh,8275,0.141765,0.012602,0.000000,0.142324,4.026573,0.116009,0.000192,4.028244,7.751189,4.186886,0.000251,-0.262768,0.002901,0.000628,8.813626,3.984327,0.214830,0.002069,3.990115,5.969163,0.000004,16.683399,1195534.875000,7.485709,0.922854
internalMesh,8276,0.143395,0.012669,0.000000,0.143954,4.008075,0.102746,0.000351,4.009392,7.646109,4.039892,0.000248,-0.160165,0.002735,0.000151,8.649241,3.967834,0.139628,0.003667,3.970292,5.843124,0.000004,16.726231,1172163.250000,7.741698,0.924864
internalMesh,8277,0.145039,0.012737,0.000000,0.145597,3.991679,0.089245,0.000484,3.992677,7.549470,3.909247,0.000250,-0.082751,0.002479,-0.000347,8.501974,3.966900,0.057037,0.004776,3.967313,5.729484,0.000004,16.747072,1148855.375000,7.919884,0.926770
internalMesh,8278,0.146695,0.012805,0.000000,0.147252,3.974613,0.077735,0.000613,3.975374,7.476468,3.795405,0.000256,-0.033587,0.002214,-0.000964,8.384736,3.965007,0.005598,0.005301,3.965014,5.636064,0.000004,16.751966,1125606.250000,8.013978,0.928516
internalMesh,8279,0.148364,0.012873,0.000000,0.148921,3.960418,0.066400,0.000743,3.960975,7.388654,3.692303,0.000263,0.004185,0.002003,-0.001609,8.259863,3.956301,-0.027490,0.005298,3.956400,5.540610,0.000004,16.746342,1102424.375000,8.044132,0.929496
internalMesh,8280,0.150045,0.012942,0.000000,0.150603,3.946204,0.056032,0.000865,3.946602,7.306094,3.597168,0.000269,0.031416,0.001905,-0.002191,8.143685,3.919370,-0.069637,0.004935,3.919992,5.451766,0.000004,16.736065,1079307.875000,8.055332,0.930125
internalMesh,8281,0.151740,0.013012,0.000000,0.152297,3.932486,0.046885,0.000960,3.932766,7.224958,3.508093,0.000271,0.050105,0.001954,-0.002609,8.031766,3.853258,-0.137906,0.004244,3.855727,5.366661,0.000004,16.724865,1056257.625000,8.071098,0.930581
internalMesh,8282,0.153449,0.013082,0.000000,0.154005,3.918494,0.038988,0.001003,3.918689,7.150990,3.423642,0.000267,0.063973,0.002130,-0.002779,7.928561,3.770232,-0.208295,0.003316,3.775983,5.287449,0.000004,16.715618,1033280.125000,8.090831,0.930798
internalMesh,8283,0.155170,0.013153,0.000000,0.155726,3.904044,0.032149,0.000960,3.904176,7.084441,3.341663,0.000257,0.077909,0.002379,-0.002593,7.833396,3.678358,-0.258607,0.002357,3.687438,5.213181,0.000005,16.709883,1010378.625000,8.090896,0.930945
internalMesh,8284,0.156905,0.013224,0.000000,0.157461,3.889016,0.026040,0.000799,3.889103,7.026929,3.259336,0.000244,0.097327,0.002636,-0.001945,7.746644,3.581336,-0.276485,0.001593,3.591993,5.143254,0.000005,16.708288,987556.562500,8.090471,0.930966
internalMesh,8285,0.158653,0.013296,0.000000,0.159209,3.873501,0.019399,0.000497,3.873550,6.983077,3.179123,0.000231,0.128580,0.002862,-0.000774,7.673769,3.473071,-0.257160,0.001069,3.482579,5.081216,0.000005,16.710026,964822.687500,8.105932,0.930659
internalMesh,8286,0.160120,0.013534,0.000000,0.160691,3.858329,0.009947,0.000047,3.858342,6.955483,3.110881,0.000221,0.177790,0.003099,0.000968,7.621545,3.356964,-0.218602,0.000557,3.364074,5.033292,0.000005,16.714117,942183.437500,8.140510,0.929052
internalMesh,8287,0.162488,0.013631,0.000000,0.163058,3.844568,-0.004751,-0.000539,3.844571,6.939333,3.069952,0.000215,0.249569,0.003494,0.003280,7.592184,3.256751,-0.170412,-0.000095,3.261207,5.004750,0.000004,16.721809,919645.875000,8.178926,0.923144
internalMesh,8288,0.163980,0.013514,0.000000,0.164536,3.833837,-0.024300,-0.001211,3.833914,6.915074,3.060785,0.000218,0.336135,0.004227,0.005935,7.569656,3.184017,-0.101839,-0.000795,3.185645,4.988039,0.000004,16.740889,897218.562500,8.222834,0.914818
internalMesh,8289,0.165783,0.013588,0.000000,0.166339,3.825305,-0.046005,-0.001871,3.825582,6.872557,3.070692,0.000230,0.427560,0.005311,0.008443,7.539503,3.129963,-0.022185,-0.001424,3.130042,4.971739,0.000004,16.775969,874904.562500,8.306406,0.908473
internalMesh,8290,0.167600,0.013663,0.000000,0.168156,3.819973,-0.067781,-0.002400,3.820575,6.800952,3.092883,0.000244,0.508155,0.006585,0.010202,7.488474,3.101120,0.047452,-0.001831,3.101483,4.947040,0.000004,16.824562,852709.437500,8.448153,0.904050
internalMesh,8291,0.169432,0.013738,0.000000,0.169988,3.816169,-0.086807,-0.002679,3.817157,6.716162,3.110160,0.000252,0.569936,0.007618,0.010810,7.423270,3.104357,0.106147,-0.001810,3.106171,4.913287,0.000004,16.879824,830636.750000,8.621916,0.901252
internalMesh,8292,0.171278,0.013814,0.000000,0.171834,3.811654,-0.100261,-0.002660,3.812973,6.642188,3.106049,0.000245,0.618357,0.007959,0.010283,7.358582,3.122603,0.157807,-0.001581,3.126589,4.874241,0.000004,16.926907,808689.875000,8.794974,0.899508
